Amarr Advanced Outpost Refinery Platform,28022,28021,An advanced upgrade to Amarr Outpost refining capabilities. Increases refinery efficiency to 30%.,3840000,2560000,1280000,3600000
Caldari Basic Outpost Refinery Platform,28024,28023,Installs a basic refinery into Caldari Outposts with an efficiency of 10%.,3840000,2560000,1280000,3600000
Caldari Outpost Refinery Platform,28026,28025,An intermediate upgrade to Caldari Outpost refining facilities. Increases refinery efficiency to 20%.,3840000,2560000,1280000,3600000
Caldari Advanced Outpost Refinery Platform,28028,28027,An advanced upgrade to Caldari Outpost refining facilities. Increases refinery efficiency to 30%.,3840000,2560000,1280000,3600000
Gallente Basic Outpost Refinery Platform,28030,28029,Installs a basic refinery into Gallente Outposts with an efficiency of 10%.,3840000,2560000,1280000,3600000
Gallente Outpost Refinery Platform,28032,28031,An intermediate upgrade to Gallente Outpost refining facilities. Increases refinery efficiency to 20%.,3840000,2560000,1280000,3600000
Gallente Advanced Outpost Refinery Platform,28034,28033,An advanced upgrade to Gallente Outpost refining facilities. Increases refinery efficiency to 30%.,3840000,2560000,1280000,3600000
Minmatar Basic Outpost Refinery Platform,28036,28035,A basic upgrade to Minmatar Outpost refining facilities. Increases refinery efficiency to 40%.,3840000,2560000,1280000,3600000
Minmatar Outpost Refinery Platform,28038,28037,An intermediate upgrade to Minmatar Outpost refining facilities. Increases refinery efficiency to 45%.,3840000,2560000,1280000,3600000
Minmatar Advanced Outpost Refinery Platform,28040,28039,An advanced upgrade to Minmatar Outpost refining facilities. Increases refinery efficiency to 50%.,3840000,2560000,1280000,3600000
Amarr Basic Outpost Office Platform,28042,28041,A basic upgrade to Amarr Outpost office facilities. Gives an additional ten office slots.,3840000,2560000,1280000,3600000
Amarr Outpost Office Platform,28044,28043,An intermediate upgrade to Amarr Outpost office facilities. Gives an additional fifteen office slots.,3840000,2560000,1280000,3600000
Amarr Advanced Outpost Office Platform,28046,28045,An advanced upgrade to Amarr Outpost office facilities. Gives an additional twenty office slots.,3840000,2560000,1280000,3600000
Caldari Basic Outpost Office Platform,28048,28047,A basic upgrade to Caldari Outpost office facilities. Gives an additional ten office slots.,3840000,2560000,1280000,3600000
Caldari Outpost Office Platform,28050,28049,An intermediate upgrade to Caldari Outpost office facilities. Gives an additional fifteen office slots.,3840000,2560000,1280000,3600000
Caldari Advanced Outpost Office Platform,28052,28051,An advanced upgrade to Caldari Outpost office facilities. Gives an additional twenty office slots.,3840000,2560000,1280000,3600000
Gallente Basic Outpost Office Platform,28054,28053,A basic upgrade to Gallente Outpost office facilities. Gives an additional twelve office slots.,3840000,2560000,1280000,3600000
Gallente Outpost Office Platform,28056,28055,An intermediate upgrade to Gallente Outpost office facilities. Gives an additional twenty four office slots.,3840000,2560000,1280000,3600000
Gallente Advanced Outpost Office Platform,28058,28057,An advanced upgrade to Gallente Outpost office facilities. Gives an additional thirty six office slots.,3840000,2560000,1280000,3600000
Minmatar Basic Outpost Office Platform,28060,28059,A basic upgrade to Minmatar Outpost office facilities. Gives an additional seven office slots.,3840000,2560000,1280000,3600000
Minmatar Outpost Office Platform,28062,28061,An intermediate upgrade to Minmatar Outpost office facilities. Gives an additional ten office slots.,3840000,2560000,1280000,3600000
Minmatar Advanced Outpost Office Platform,28064,28063,An advanced upgrade to Minmatar Outpost office facilities. Gives an additional fifteen office slots.,3840000,2560000,1280000,3600000
Heavy Armor Maintenance Bot II,28198,28197,Armor Maintenance Drone,36000,24000,300000,45000
Heavy Shield Maintenance Bot II,28200,28199,Shield Maintenance Drone,36000,24000,300000,45000
Light Armor Maintenance Bot II,28202,28201,Armor Maintenance Drone,12000,8000,100000,15000
Light Shield Maintenance Bot II,28204,28203,Shield Maintenance Drone,12000,8000,100000,15000
Medium Armor Maintenance Bot II,28206,28205,Armor Maintenance Drone,24000,16000,200000,30000
Medium Shield Maintenance Bot II,28208,28207,Shield Maintenance Drone,24000,16000,200000,30000
Warden II,28210,28209,Sentry Drone,36000,24000,300000,45000
Garde II,28212,28211,Sentry Drone,36000,24000,300000,30000
Curator II,28214,28213,Sentry Drone,36000,24000,300000,30000
Bouncer II,28216,28215,Sentry Drone,36000,24000,300000,30000
'Integrated' Acolyte,28263,28262,"Light Scout Drone

This particular model has had multiple components from rogue drones incorporated into its design, enhancing its performance.
",9600,9600,9600,7200
'Augmented' Acolyte,28265,28264,Light Scout Drone

This drone has been augmented with so many rogue drone parts that it is unrecognizable from its original design.  This new hybrid has a fearsome firepower.
,12000,8000,100000,15000
'Integrated' Berserker,28267,28266,"Heavy Attack Drone

This particular model has had multiple components from rogue drones incorporated into its design, enhancing its performance.
",9600,9600,9600,7200
'Augmented' Berserker,28269,28268,Heavy Attack Drone

This drone has been augmented with so many rogue drone parts that it is unrecognizable from its original design.  This new hybrid has a fearsome firepower.
,36000,24000,300000,45000
'Integrated' Hammerhead,28271,28270,"Medium Scout Drone

This particular model has had multiple components from rogue drones incorporated into its design, enhancing its performance.
",9600,9600,9600,7200
'Augmented' Hammerhead,28273,28272,Medium Scout Drone

This drone has been augmented with so many rogue drone parts that it is unrecognizable from its original design.  This new hybrid has a fearsome firepower.
,24000,16000,200000,30000
'Integrated' Hobgoblin,28275,28274,"Light Scout Drone

This particular model has had multiple components from rogue drones incorporated into its design, enhancing its performance.
",9600,9600,9600,7200
'Augmented' Hobgoblin,28277,28276,Light Scout Drone

This drone has been augmented with so many rogue drone parts that it is unrecognizable from its original design.  This new hybrid has a fearsome firepower.
,12000,8000,100000,15000
'Integrated' Hornet,28279,28278,"Light Scout Drone

This particular model has had multiple components from rogue drones incorporated into its design, enhancing its performance.
",9600,9600,9600,7200
'Augmented' Hornet,28281,28280,Light Scout Drone

This drone has been augmented with so many rogue drone parts that it is unrecognizable from its original design.  This new hybrid has a fearsome firepower.
,12000,8000,100000,15000
'Integrated' Infiltrator,28283,28282,"Medium Scout Drone

This particular model has had multiple components from rogue drones incorporated into its design, enhancing its performance.
",9600,9600,9600,7200
'Augmented' Infiltrator,28285,28284,Medium Scout Drone

This drone has been augmented with so many rogue drone parts that it is unrecognizable from its original design.  This new hybrid has a fearsome firepower.
,24000,16000,200000,30000
'Integrated' Ogre,28287,28286,"Heavy Attack Drone

This particular model has had multiple components from rogue drones incorporated into its design, enhancing its performance.",9600,9600,9600,7200
'Augmented' Ogre,28289,28288,Heavy Attack Drone

This drone has been augmented with so many rogue drone parts that it is unrecognizable from its original design.  This new hybrid has a fearsome firepower.
,36000,24000,300000,45000
'Integrated' Praetor,28291,28290,"Heavy Attack Drone.  

This particular model has had multiple components from rogue drones incorporated into its design, enhancing its performance.",9600,9600,9600,7200
'Augmented' Praetor,28293,28292,Heavy Attack Drone

This drone has been augmented with so many rogue drone parts that it is unrecognizable from its original design.  This new hybrid has a fearsome firepower.,36000,24000,300000,45000
'Integrated' Valkyrie,28295,28294,"Medium Scout Drone

This particular model has had multiple components from rogue drones incorporated into its design, enhancing its performance.
",9600,9600,9600,7200
